Gender,Age,Education level,Major,Administrative regions,Number of use Internet and Internet-related services,Internet/ Digital devices skills level,Digital devices type,Type of connectivity,Purpose of using internet,Operating system of desktop/laptop,Operating system of smartphone/tablet,Common security tools,Secure of person's digital devices,Legitimacy of a website,Password with personal information,Aware of the danger of clicking pop-up screens,Attention to person's account privacy,Protection of social media services for personal info,Read terms and conditions of website,Change the important accounts passwords frequently,Using public Wi-Fi,No value for my digital devices to hackers,Install software updates regularly,Careful about clicking on links in an email or other post,Digital devices with Internet security tool,Internet security tool up to date,Keep yourself updated about cybercrime (offline Sources),Keep yourself updated about cybercrime (Online Sources),Avoid disclosing personal information online,Risk of becoming a victim of cybercrime has increased,Online personal information is not secure enough,Well protected against cybercrime,Accept increased Internet surveillance from the government,Laws are effective in managing the cybercrime problem,Informed about the threat of cybercrime,Received phishing emails,Stealing your personal data,Malware infection of a device,Being unable to access online services because of cyber attacks,Encountering material promotes hatred or religious extremism,Online extortion,Concerned about identity theft,Not concerned about encountering child pornography online,Concerned about receiving phishing emails,Concerned about not being able to access online services because of cyber attacks,Concerned about encountering material promotes hatred or religious extremism,Concerned about encountering online extortion,Feeling about the threat of cybercrimes in the future,Responsibility of government in raising awareness of cybercrime,Responsibility of media in raising awareness of cybercrime,Responsibility of those offering online/Internet-based servicesin raising awareness of cybercrime,Responsibility of user itself in raising awareness of cybercrime,Responsibility of education system in raising awareness of cybercrime,Role of the government in combating cybercrimes,Victim of cybercrime,Report cybercrime,To who report cybercrime
Female,18-29,High School,Medicine or public health,Makkah,Frequently throughout the day,"Intermediate (e.g. able to install and run special software, make modifications to the settings of the computer, have a good understanding of hardware and software)",Smartphone,"Private Wi-Fi (e.g. in your home), Mobile/cellular phone network (e.g. 3G/4G)","Education, Social networks, Online services, Entertainment, Communication",I don't know,Android,None,Not sure (difficult to determine),Sometimes,Seldom,Always,Sometimes,Sometimes,Seldom,Seldom,Often,Often,Often,Always,Smartphone,"Yes, I believe it is automatically updated",I do not feel that I keep myself updated,I do not feel that I keep myself updated,Strongly Agree,Neutral,Neutral,Neutral,Strongly Agree,Neutral,Neutral,Do not know,Never,Do not know,Never,Never,Never,Always,Never,Sometimes,Always,Do not know,Do not know,No significant change,Strongly Agree,Strongly Agree,Agree,Strongly Agree,Strongly Agree,Work towards providing a global cyber security framework,No,"Yes, I would","Saudi eGovernment Portal , Saudi CERT, Police, Don’t know but will ask my friends for advice"
Female,30-39,"Undergraduate (Diploma, BSc)",Arabic Language,Makkah,Frequently throughout the day,"Intermediate (e.g. able to install and run special software, make modifications to the settings of the computer, have a good understanding of hardware and software)",Smartphone,Mobile/cellular phone network (e.g. 3G/4G),"Social networks, Online services, Entertainment",Windows 10,Android,Backup,Somewhat secure,Always,Always,Always,Always,Often,Always,Always,Often,Seldom,Often,Never,"Desktop, Laptop","Yes, I believe it is automatically updated","Newspapers, magazines, Posters","TV, news, radio",Strongly Agree,Neutral,Neutral,Neutral,Strongly Agree,Strongly Agree,Disagree,Do not know,Do not know,Do not know,Do not know,Do not know,Do not know,Always,Sometimes,Always,Always,Always,Always,The threat will vanish eventually,Strongly Disagree,Agree,Neutral,Agree,Strongly Disagree,Work towards providing a global cyber security framework,No,"Yes, I would",Saudi CERT
Female,18-29,"Undergraduate (Diploma, BSc)",Computer Science,Makkah,Frequently throughout the day,"Beginner/Basic (e.g. start computer and phone, go to specified web page. Use Word. Use social media)","Laptop, Smartphone, Tablet",Private Wi-Fi (e.g. in your home),"Social networks, Online services, Entertainment, Communication",mac OS,IOS,"Authentication (e.g. password, PIN)",Not sure (difficult to determine),Often,Seldom,Always,Always,Often,Never,Seldom,Sometimes,Often,Always,Often,Smartphone,No,I do not feel that I keep myself updated,"Internet, website, email bulletins, blogs, etc.",Strongly Agree,Disagree,Disagree,Disagree,Strongly Agree,Agree,Disagree,Never,Never,Sometimes,Never,Do not know,Never,Somtimes,Sometimes,Sometimes,Sometimes,Sometimes,Sometimes,They will become a more serious issue in the future,Agree,Agree,Agree,Agree,Agree,Don’t know,No,"Yes, I would",Saudi eGovernment Portal
Male,30-39,"Undergraduate (Diploma, BSc)",Education,Makkah,Frequently throughout the day,"Beginner/Basic (e.g. start computer and phone, go to specified web page. Use Word. Use social media)",Smartphone,Mobile/cellular phone network (e.g. 3G/4G),Social networks,"Windows 10, I don't know",IOS,Firewall,Somewhat secure,Often,Seldom,Often,Often,Often,Often,Seldom,Always,Often,Often,Often,Laptop,"No, I think it is automatically updated",I do not feel that I keep myself updated,"TV, news, radio",Strongly Agree,Agree,Agree,Disagree,Agree,Agree,Neutral,Sometimes,Do not know,Do not know,Sometimes,Do not know,Sometimes,Always,Always,Always,Never,Sometimes,Sometimes,The threat will vanish eventually,Agree,Agree,Agree,Agree,Agree,Have stricter laws and punishments for cyber crimes,No,"Yes, I would",Committee for the Promotion of Virtue and the Prevention of Vice
Female,18-29,"Undergraduate (Diploma, BSc)",Computer Science,Makkah,Frequently throughout the day,"Intermediate (e.g. able to install and run special software, make modifications to the settings of the computer, have a good understanding of hardware and software)","Laptop, Smartphone","Private Wi-Fi (e.g. in your home), Mobile/cellular phone network (e.g. 3G/4G)","Education, Social networks, Online services, Entertainment, Communication",Windows 10,"IOS, Android, Windows","Anti-virus, Firewall, Authentication (e.g. password, PIN) , Software update,Backup",Somewhat secure,Seldom,Never,Always,Always,Often,Seldom,Seldom,Sometimes,Always,Seldom,Always,Laptop,No,I do not feel that I keep myself updated,"Rely on automatic updates, I do not feel that I keep myself updated",Strongly Agree,Strongly Agree,Strongly Agree,Disagree,Strongly Agree,Neutral,Agree,Do not know,Do not know,Sometimes,Do not know,Do not know,Do not know,Never,Always,Never,Never,Never,Never,They will become a more serious issue in the future,Agree,Agree,Agree,Agree,Agree,Monitor organisations misusing consumer information,No,"Yes, I would",Don’t know but will ask my friends for advice
Female,18-29,High School,Computer Science,Makkah,Frequently throughout the day,"Intermediate (e.g. able to install and run special software, make modifications to the settings of the computer, have a good understanding of hardware and software)",Smartphone,Private Wi-Fi (e.g. in your home),Social networks,Windows 10,IOS,None,Very secure,Always,Always,Always,Always,Often,Often,Seldom,Sometimes,Always,Always,Always,None of the above,No,I do not feel that I keep myself updated,I do not feel that I keep myself updated,Neutral,Agree,Agree,Agree,Strongly Agree,Agree,Neutral,Never,Never,Sometimes,Sometimes,Sometimes,Do not know,Always,Always,Always,Always,Sometimes,Sometimes,The threat will vanish eventually,Strongly Agree,Agree,Agree,Agree,Strongly Agree,Have stricter laws and punishments for cyber crimes,No,"Yes, I would",Don’t know but will ask my friends for advice
Female,18-29,"Undergraduate (Diploma, BSc)",Computer Science,Makkah,Frequently throughout the day,"Intermediate (e.g. able to install and run special software, make modifications to the settings of the computer, have a good understanding of hardware and software)",Smartphone,Private Wi-Fi (e.g. in your home),Social networks,Windows 10,Android,"Anti-virus, Firewall, Authentication (e.g. password, PIN) , Software update,Backup",Somewhat secure,Always,Always,Often,Always,Always,Often,Always,Sometimes,Seldom,Often,Always,"Laptop, Smartphone","Yes, I believe it is automatically updated","Newspapers, magazines, Posters, Internet service provider ISPs, Government or professional reports","TV, news, radio, Internet, website, email bulletins, blogs, etc., Rely on automatic updates",Strongly Agree,Strongly Agree,Neutral,Agree,Agree,Neutral,Agree,Always,Do not know,Sometimes,Do not know,Do not know,Do not know,Always,Sometimes,Always,Always,Always,Always,Don't know,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Make people aware of cyber crime,Yes,"No, I would not",No one
Female,18-29,"Undergraduate (Diploma, BSc)",Chemsitry,Makkah,Frequently throughout the day,"Intermediate (e.g. able to install and run special software, make modifications to the settings of the computer, have a good understanding of hardware and software)",Smartphone,Mobile/cellular phone network (e.g. 3G/4G),Social networks,Windows 10,Android,"Anti-virus, Firewall, Authentication (e.g. password, PIN) , Encryption, Software update,Backup",Somewhat secure,Always,Seldom,Always,Always,Always,Always,Sometimes,Sometimes,Sometimes,Often,Sometimes,Smartphone,"Yes, I believe it is automatically updated",I do not feel that I keep myself updated,I do not feel that I keep myself updated,Strongly Agree,Agree,Agree,Disagree,Strongly Agree,Agree,Neutral,Do not know,Do not know,Do not know,Do not know,Do not know,Do not know,Somtimes,Sometimes,Never,Sometimes,Sometimes,Sometimes,They will become a more serious issue in the future,Strongly Agree,Neutral,Neutral,Neutral,Neutral,Work towards providing a global cyber security framework,No,"Yes, I would",Saudi CERT
Male,18-29,High School,Medicine or public health,Makkah,Once or twice a day,"Beginner/Basic (e.g. start computer and phone, go to specified web page. Use Word. Use social media)","Laptop, Smartphone, Tablet","Private Wi-Fi (e.g. in your home), Mobile/cellular phone network (e.g. 3G/4G)","Education, Social networks, Entertainment","Windows 10, I don't know",Android,None,Not sure (difficult to determine),Always,Sometimes,Always,Always,Always,Always,Always,Often,Sometimes,Sometimes,Always,None of the above,No,I do not feel that I keep myself updated,I do not feel that I keep myself updated,Strongly Agree,Strongly Agree,Strongly Agree,Neutral,Strongly Agree,Neutral,Neutral,Do not know,Never,Do not know,Always,Do not know,Do not know,Always,Sometimes,Always,Sometimes,Sometimes,Sometimes,They will become a more serious issue in the future,Neutral,Neutral,Neutral,Neutral,Neutral,Don’t know,No,"Yes, I would",Don’t know but will ask my friends for advice
Female,18-29,High School,Medicine or public health,Makkah,Frequently throughout the day,"Intermediate (e.g. able to install and run special software, make modifications to the settings of the computer, have a good understanding of hardware and software)",Smartphone,Private Wi-Fi (e.g. in your home),"Social networks, Entertainment, Communication",Windows 7,IOS,"Authentication (e.g. password, PIN)",Very secure,Often,Always,Always,Always,Always,Always,Always,Sometimes,Sometimes,Often,Always,Laptop,"Yes, I believe it is automatically updated",Government or professional reports,"TV, news, radio, Internet, website, email bulletins, blogs, etc.",Strongly Agree,Agree,Neutral,Neutral,Strongly Agree,Agree,Agree,Do not know,Do not know,Sometimes,Do not know,Do not know,Do not know,Never,Always,Always,Never,Never,Sometimes,The threat will vanish eventually,Agree,Strongly Agree,Agree,Neutral,Strongly Agree,Have stricter laws and punishments for cyber crimes,No,"Yes, I would",Saudi eGovernment Portal
Female,18-29,"Undergraduate (Diploma, BSc)",Computer Science,Makkah,Frequently throughout the day,"Intermediate (e.g. able to install and run special software, make modifications to the settings of the computer, have a good understanding of hardware and software)",Smartphone,Mobile/cellular phone network (e.g. 3G/4G),Social networks,Windows 7,IOS,Backup,Somewhat secure,Seldom,Often,Often,Often,Seldom,Often,Seldom,Sometimes,Often,Often,Often,"Laptop, Smartphone","Yes, I believe it is automatically updated","Professional activities: conferences, meetings, briefings, etc.","Internet, website, email bulletins, blogs, etc.",Strongly Agree,Strongly Agree,Agree,Disagree,Agree,Strongly Agree,Neutral,Sometimes,Do not know,Do not know,Do not know,Do not know,Sometimes,Always,Sometimes,Always,Always,Always,Always,No significant change,Agree,Agree,Strongly Agree,Agree,Agree,Have stricter laws and punishments for cyber crimes,No,"Yes, I would",Don’t know but will ask my friends for advice
Female,18-29,High School,Languages,Makkah,Frequently throughout the day,"Intermediate (e.g. able to install and run special software, make modifications to the settings of the computer, have a good understanding of hardware and software)",Smartphone,Mobile/cellular phone network (e.g. 3G/4G),Social networks,I don't know,I don't know,Anti-virus,Very secure,Often,Always,Sometimes,Often,Sometimes,Sometimes,Often,Sometimes,Always,Often,Often,Smartphone,"Yes, I believe it is automatically updated",Internet service provider ISPs,Internet service provider ISPs,Strongly Agree,Agree,Neutral,Disagree,Neutral,Strongly Agree,Strongly Agree,Sometimes,Sometimes,Always,Always,Always,Always,Always,Always,Always,Always,Always,Always,The threat will vanish eventually,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Have stricter laws and punishments for cyber crimes,No,"Yes, I would",Police
Female,18-29,"Undergraduate (Diploma, BSc)",Chemsitry,Makkah,Frequently throughout the day,"Beginner/Basic (e.g. start computer and phone, go to specified web page. Use Word. Use social media)",Smartphone,Private Wi-Fi (e.g. in your home),Social networks,Windows 10,Android,Anti-virus,Very secure,Often,Sometimes,Often,Always,Always,Always,Sometimes,Often,Always,Often,Always,Laptop,"Yes, I manually updated","Newspapers, magazines, Posters","Internet, website, email bulletins, blogs, etc.",Strongly Agree,Neutral,Strongly Agree,Agree,Strongly Agree,Strongly Agree,Agree,Always,Never,Sometimes,Do not know,Do not know,Never,Always,Always,Always,Do not know,Always,Do not know,Don't know,Agree,Agree,Agree,Agree,Strongly Agree,Don’t know,No,"Yes, I would",Saudi eGovernment Portal
Male,40-49,"Undergraduate (Diploma, BSc)",Education,Makkah,Once or twice a day,"Intermediate (e.g. able to install and run special software, make modifications to the settings of the computer, have a good understanding of hardware and software)",Smartphone,Public Wi-Fi (e.g. in coffee shop),Education,Windows 10,Windows,Anti-virus,Very secure,Often,Often,Often,Often,Often,Often,Often,Often,Often,Often,Often,Laptop,"Yes, I manually updated","Newspapers, magazines, Posters","Internet, website, email bulletins, blogs, etc.",Agree,Agree,Agree,Agree,Agree,Agree,Agree,Do not know,Do not know,Do not know,Do not know,Do not know,Do not know,Somtimes,Sometimes,Sometimes,Sometimes,Sometimes,Sometimes,They will become a more serious issue in the future,Neutral,Neutral,Neutral,Neutral,Neutral,Have stricter laws and punishments for cyber crimes,No,"Yes, I would",Saudi CERT
Female,18-29,"Undergraduate (Diploma, BSc)",Computer Science,Madina,Frequently throughout the day,"Expert (e.g. computer engineering, database administration, network engineering)",Desktop,Private Wi-Fi (e.g. in your home),Communication,Windows 10,IOS,"Anti-virus, Firewall",Very secure,Always,Always,Always,Always,Always,Always,Always,Always,Always,Always,Always,"Desktop, Laptop, Smartphone,Tablet","Yes, I believe it is automatically updated","Professional activities: conferences, meetings, briefings, etc.","TV, news, radio",Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Always,Always,Always,Always,Always,Always,Always,Always,Always,Always,Always,Always,They will become a more serious issue in the future,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Have stricter laws and punishments for cyber crimes,No,"Yes, I would","Saudi eGovernment Portal , Saudi CERT"
Female,18-29,"Undergraduate (Diploma, BSc)",Arabic Language,Makkah,Frequently throughout the day,"Beginner/Basic (e.g. start computer and phone, go to specified web page. Use Word. Use social media)",Smartphone,Private Wi-Fi (e.g. in your home),Social networks,Windows 7,IOS,"Authentication (e.g. password, PIN) , Software update,Backup",Not sure (difficult to determine),Often,Always,Often,Often,Sometimes,Always,Always,Seldom,Seldom,Always,Always,I don't know,"Yes, I believe it is automatically updated","Newspapers, magazines, Posters","TV, news, radio",Strongly Agree,Agree,Disagree,Disagree,Strongly Agree,Strongly Agree,Agree,Do not know,Do not know,Always,Do not know,Do not know,Do not know,Never,Never,Always,Never,Never,Never,Don't know,Strongly Agree,Strongly Agree,Neutral,Neutral,Neutral,Don’t know,No,"Yes, I would",Don’t know but will ask my friends for advice
Female,18-29,High School,Computer Science,Makkah,Frequently throughout the day,"Intermediate (e.g. able to install and run special software, make modifications to the settings of the computer, have a good understanding of hardware and software)","Desktop, Laptop, Smartphone, Tablet","Public Wi-Fi (e.g. in coffee shop), Private Wi-Fi (e.g. in your home), Mobile/cellular phone network (e.g. 3G/4G)","Education, Social networks, Online services, Entertainment, Communication",Windows 10,IOS,"Anti-virus, Firewall, Authentication (e.g. password, PIN) , Software update,Backup",Very secure,Always,Seldom,Always,Always,Seldom,Always,Always,Seldom,Never,Always,Always,"Desktop, Laptop, Smartphone","Yes, I manually updated","Newspapers, magazines, Posters, Professional activities: conferences, meetings, briefings, etc., Government or professional reports","TV, news, radio, Internet, website, email bulletins, blogs, etc.",Strongly Agree,Agree,Strongly Disagree,Agree,Strongly Agree,Strongly Agree,Strongly Agree,Never,Sometimes,Never,Never,Never,Never,Do not know,Never,Do not know,Do not know,Do not know,Do not know,The threat will vanish eventually,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Have stricter laws and punishments for cyber crimes,No,"Yes, I would","Saudi eGovernment Portal , Saudi CERT"
Female,30-39,"Undergraduate (Diploma, BSc)",Education,Makkah,Frequently throughout the day,"Beginner/Basic (e.g. start computer and phone, go to specified web page. Use Word. Use social media)",Smartphone,Public Wi-Fi (e.g. in coffee shop),Social networks,"Windows 10, I don't know",Windows,None,Neutral,Sometimes,Sometimes,Always,Sometimes,Always,Sometimes,Often,Sometimes,Sometimes,Sometimes,Sometimes,Smartphone,"Yes, I believe it is automatically updated","Newspapers, magazines, Posters",Internet service provider ISPs,Neutral,Neutral,Neutral,Agree,Neutral,Neutral,Disagree,Do not know,Do not know,Sometimes,Do not know,Do not know,Do not know,Always,Sometimes,Sometimes,Always,Sometimes,Never,No significant change,Neutral,Disagree,Disagree,Neutral,Disagree,Have stricter laws and punishments for cyber crimes,No,"Yes, I would",Saudi eGovernment Portal
Female,18-29,"Undergraduate (Diploma, BSc)",Social Science,Makkah,Frequently throughout the day,"Intermediate (e.g. able to install and run special software, make modifications to the settings of the computer, have a good understanding of hardware and software)",Smartphone,Mobile/cellular phone network (e.g. 3G/4G),"Education, Social networks",I don't know,I don't know,Anti-virus,Very secure,Often,Seldom,Often,Always,Sometimes,Always,Always,Sometimes,Often,Often,Often,"Laptop, Smartphone","Yes, I believe it is automatically updated","Newspapers, magazines, Posters, Professional activities: conferences, meetings, briefings, etc.",Rely on automatic updates,Strongly Agree,Strongly Agree,Neutral,Agree,Agree,Strongly Agree,Strongly Agree,Never,Do not know,Do not know,Sometimes,Do not know,Sometimes,Always,Never,Always,Always,Always,Always,The threat will vanish eventually,Strongly Agree,Agree,Neutral,Strongly Agree,Neutral,Monitor organisations misusing consumer information,No,"Yes, I would",Don’t know but will ask my friends for advice
Female,18-29,"Undergraduate (Diploma, BSc)",Education,Makkah,Frequently throughout the day,"Beginner/Basic (e.g. start computer and phone, go to specified web page. Use Word. Use social media)",Smartphone,Private Wi-Fi (e.g. in your home),"Education, Social networks, Entertainment",I don't know,IOS,None,Not sure (difficult to determine),Often,Often,Often,Often,Sometimes,Often,Sometimes,Sometimes,Sometimes,Often,Often,None of the above,I don't know,I do not feel that I keep myself updated,"Internet, website, email bulletins, blogs, etc.",Agree,Neutral,Agree,Neutral,Agree,Neutral,Neutral,Do not know,Do not know,Do not know,Do not know,Do not know,Do not know,Always,Do not know,Always,Sometimes,Always,Sometimes,They will become a more serious issue in the future,Neutral,Strongly Agree,Agree,Agree,Neutral,Don’t know,No,"Yes, I would",Don’t know but will ask my friends for advice
Female,18-29,"Undergraduate (Diploma, BSc)",Computer Science,Makkah,Frequently throughout the day,"Beginner/Basic (e.g. start computer and phone, go to specified web page. Use Word. Use social media)",Laptop,Private Wi-Fi (e.g. in your home),Online services,Windows 10,Windows,Anti-virus,Somewhat secure,Always,Often,Often,Always,Sometimes,Sometimes,Sometimes,Often,Often,Often,Often,Laptop,"No, I think it is automatically updated",Internet service provider ISPs,Government websites (e.g. CERT),Strongly Agree,Agree,Strongly Agree,Neutral,Strongly Agree,Agree,Strongly Agree,Sometimes,Always,Always,Sometimes,Always,Always,Somtimes,Always,Always,Always,Always,Always,The threat will vanish eventually,Strongly Agree,Strongly Agree,Agree,Agree,Agree,No role,Yes,"No, I would not",Police
Female,18-29,"Undergraduate (Diploma, BSc)",Social Science,Makkah,Frequently throughout the day,"Beginner/Basic (e.g. start computer and phone, go to specified web page. Use Word. Use social media)",Laptop,Private Wi-Fi (e.g. in your home),"Social networks, Online services, Entertainment, Communication",Windows 7,"IOS, Android",Backup,Not sure (difficult to determine),Sometimes,Always,Often,Always,Often,Sometimes,Never,Seldom,Sometimes,Seldom,Often,"Laptop, Smartphone","Yes, I manually updated","Newspapers, magazines, Posters","Internet, website, email bulletins, blogs, etc.",Agree,Strongly Agree,Disagree,Agree,Strongly Agree,Agree,Neutral,Do not know,Do not know,Do not know,Do not know,Always,Do not know,Never,Do not know,Never,Never,Never,Never,No significant change,Strongly Agree,Strongly Agree,Agree,Strongly Agree,Strongly Agree,Make people aware of cyber crime,No,"Yes, I would","Police, Committee for the Promotion of Virtue and the Prevention of Vice"
Female,18-29,"Undergraduate (Diploma, BSc)",Languages,Riyadh,Frequently throughout the day,"Intermediate (e.g. able to install and run special software, make modifications to the settings of the computer, have a good understanding of hardware and software)",Laptop,Mobile/cellular phone network (e.g. 3G/4G),"Education, Social networks, Online services",Windows 7,IOS,"Anti-virus, Authentication (e.g. password, PIN) , Software update,Backup",Neutral,Often,Often,Often,Often,Sometimes,Never,Never,Never,Never,Often,Sometimes,"Laptop, Smartphone","Yes, I manually updated","Professional activities: conferences, meetings, briefings, etc., Government or professional reports",Government websites (e.g. CERT),Agree,Strongly Agree,Neutral,Disagree,Strongly Agree,Strongly Agree,Neutral,Do not know,Do not know,Sometimes,Do not know,Do not know,Do not know,Always,Never,Always,Never,Never,Always,The threat will vanish eventually,Disagree,Agree,Agree,Neutral,Agree,Work towards providing a global cyber security framework,No,"Yes, I would",Saudi CERT
Female,18-29,High School,Computer Science,Makkah,Frequently throughout the day,"Intermediate (e.g. able to install and run special software, make modifications to the settings of the computer, have a good understanding of hardware and software)","Desktop, Smartphone",Private Wi-Fi (e.g. in your home),"Social networks, Online services",Windows 7,"IOS, Android",Backup,Somewhat secure,Often,Sometimes,Sometimes,Sometimes,Sometimes,Sometimes,Sometimes,Sometimes,Sometimes,Sometimes,Sometimes,None of the above,I don't know,"Newspapers, magazines, Posters","TV, news, radio, Internet, website, email bulletins, blogs, etc.",Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,Do not know,Do not know,Do not know,Do not know,Do not know,Do not know,Somtimes,Sometimes,Sometimes,Sometimes,Sometimes,Sometimes,They will become a more serious issue in the future,Neutral,Neutral,Neutral,Neutral,Neutral,Have stricter laws and punishments for cyber crimes,No,"Yes, I would",Saudi eGovernment Portal
Female,18-29,"Undergraduate (Diploma, BSc)",Medicine or public health,Madina,Frequently throughout the day,"Intermediate (e.g. able to install and run special software, make modifications to the settings of the computer, have a good understanding of hardware and software)","Laptop, Smartphone","Public Wi-Fi (e.g. in coffee shop), Private Wi-Fi (e.g. in your home)","Education, Social networks, Communication",Windows 10,IOS,"Anti-virus, Software update,Backup",Somewhat secure,Always,Seldom,Always,Often,Sometimes,Seldom,Often,Seldom,Sometimes,Seldom,Never,Laptop,I don't know,Government or professional reports,I do not feel that I keep myself updated,Strongly Disagree,Agree,Agree,Disagree,Strongly Agree,Agree,Agree,Sometimes,Never,Do not know,Never,Always,Never,Always,Never,Never,Always,Always,Never,They will become a more serious issue in the future,Agree,Strongly Agree,Strongly Agree,Agree,Agree,Have stricter laws and punishments for cyber crimes,No,"Yes, I would","Saudi eGovernment Portal , Saudi CERT"
Female,30-39,"Undergraduate (Diploma, BSc)",Education,Makkah,Frequently throughout the day,"Intermediate (e.g. able to install and run special software, make modifications to the settings of the computer, have a good understanding of hardware and software)",Smartphone,Private Wi-Fi (e.g. in your home),Communication,Windows 10,IOS,"Authentication (e.g. password, PIN)",Very secure,Often,Seldom,Often,Often,Often,Often,Often,Often,Sometimes,Often,Often,Smartphone,No,Government or professional reports,Government websites (e.g. CERT),Strongly Agree,Agree,Agree,Neutral,Agree,Neutral,Neutral,Do not know,Do not know,Do not know,Do not know,Do not know,Do not know,Somtimes,Never,Always,Always,Always,Always,They will become a more serious issue in the future,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Work towards providing a global cyber security framework,No,"Yes, I would",Don’t know but will ask my friends for advice
Female,18-29,"Undergraduate (Diploma, BSc)",Computer Science,Makkah,Frequently throughout the day,"Beginner/Basic (e.g. start computer and phone, go to specified web page. Use Word. Use social media)",Smartphone,Private Wi-Fi (e.g. in your home),Social networks,Windows 7,"Blackberry, IOS, Android","Authentication (e.g. password, PIN)",Very secure,Always,Sometimes,Often,Sometimes,Always,Often,Often,Often,Often,Often,Often,Desktop,"Yes, I manually updated",Government or professional reports,Internet service provider ISPs,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Do not know,Sometimes,Sometimes,Do not know,Do not know,Sometimes,Always,Always,Always,Always,Always,Always,The threat will vanish eventually,Agree,Agree,Agree,Agree,Agree,Have stricter laws and punishments for cyber crimes,Yes,"No, I would not",Saudi eGovernment Portal
Female,18-29,"Undergraduate (Diploma, BSc)",Medicine or public health,Madina,Frequently throughout the day,"Intermediate (e.g. able to install and run special software, make modifications to the settings of the computer, have a good understanding of hardware and software)",Laptop,Mobile/cellular phone network (e.g. 3G/4G),"Education, Social networks, Online services, Entertainment, Communication",Windows 10,IOS,"Firewall,Backup",Somewhat secure,Sometimes,Often,Seldom,Sometimes,Sometimes,Often,Always,Seldom,Sometimes,Seldom,Often,Laptop,"No, I think it is automatically updated","Newspapers, magazines, Posters, I do not feel that I keep myself updated",I do not feel that I keep myself updated,Strongly Agree,Agree,Strongly Agree,Neutral,Strongly Agree,Disagree,Agree,Never,Always,Sometimes,Never,Never,Never,Always,Do not know,Never,Always,Always,Always,They will become a more serious issue in the future,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Work towards providing a global cyber security framework,Yes,"No, I would not",Police
Female,18-29,"Undergraduate (Diploma, BSc)",Medicine or public health,Makkah,Frequently throughout the day,"Intermediate (e.g. able to install and run special software, make modifications to the settings of the computer, have a good understanding of hardware and software)",Smartphone,"Public Wi-Fi (e.g. in coffee shop), Private Wi-Fi (e.g. in your home), Mobile/cellular phone network (e.g. 3G/4G)","Education, Social networks, Online services, Entertainment, Communication",I don't know,IOS,None,Neutral,Often,Seldom,Seldom,Never,Sometimes,Often,Seldom,Seldom,Seldom,Sometimes,Often,None of the above,No,I do not feel that I keep myself updated,Government websites (e.g. CERT),Strongly Agree,Agree,Agree,Disagree,Agree,Agree,Neutral,Do not know,Do not know,Do not know,Do not know,Do not know,Do not know,Always,Do not know,Always,Always,Always,Always,They will become a more serious issue in the future,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Work towards providing a global cyber security framework,No,"Yes, I would","Saudi eGovernment Portal , Police, Don’t know but will ask my friends for advice"
Female,18-29,High School,Computer Science,Makkah,Frequently throughout the day,"Intermediate (e.g. able to install and run special software, make modifications to the settings of the computer, have a good understanding of hardware and software)",Smartphone,"Private Wi-Fi (e.g. in your home), Mobile/cellular phone network (e.g. 3G/4G)","Social networks, Entertainment",Windows 10,IOS,"Anti-virus, Software update,Backup",Very secure,Often,Seldom,Always,Always,Often,Sometimes,Always,Seldom,Seldom,Always,Always,"Laptop, Smartphone","Yes, I believe it is automatically updated",I do not feel that I keep myself updated,Government websites (e.g. CERT),Strongly Agree,Strongly Agree,Strongly Agree,Agree,Strongly Agree,Strongly Agree,Strongly Agree,Always,Always,Always,Always,Always,Always,Always,Always,Always,Always,Always,Always,They will become a more serious issue in the future,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Have stricter laws and punishments for cyber crimes,No,"Yes, I would","Saudi eGovernment Portal , Saudi CERT"
